"gene.id"	"Mantel_p_12"	"Mantel_p_1"	"q.FDR"	"corrs"
"80"	"Rpl31"	0.554445554445554	0.554445554445554	1	-0.0223741991852403
"81"	"Tbc1d8"	0.624375624375624	0.624375624375624	1	-0.0413334752222249
"82"	"Cnot11"	0.307692307692308	0.307692307692308	1	0.0401337811192501
"83"	"Rnf149"	0.549450549450549	0.549450549450549	1	-0.0301324736340325
"84"	"Map4k4"	0.473526473526474	0.473526473526474	1	-0.00134907331751309
"85"	"Il1r2"	0.948051948051948	0.948051948051948	1	-0.134527415591119
"86"	"Il1rl1"	0.408591408591409	0.408591408591409	1	0.0138002208297671
"87"	"Il18r1"	1	1	1	-0.173232393093097
"88"	"Il18rap"	0.997002997002997	0.997002997002997	1	-0.210753316655579
"89"	"Mrps9"	0.837162837162837	0.837162837162837	1	-0.102084154080223
"90"	"Tgfbrap1"	0.733266733266733	0.733266733266733	1	-0.0817257632697379
"91"	"AI597479"	0.835164835164835	0.835164835164835	1	-0.0988238484088137
"92"	"Nck2"	0.120879120879121	0.120879120879121	1	0.147254133761737
"93"	"Uxs1"	0.253746253746254	0.253746253746254	1	0.0632481144989149
"94"	"Tpp2"	0.563436563436563	0.563436563436563	1	-0.0307349451353157
"95"	"Tex30"	0.892107892107892	0.892107892107892	1	-0.123840848666801
"96"	"Ercc5"	0.916083916083916	0.916083916083916	1	-0.132157703483591
"97"	"Wdr75"	0.952047952047952	0.952047952047952	1	-0.144902419899987
"98"	"Slc40a1"	0.725274725274725	0.725274725274725	1	-0.073083717488497
"99"	"Dnah7b"	0.212787212787213	0.212787212787213	1	0.0976612203244688
"100"	"Slc39a10"	0.873126873126873	0.873126873126873	1	-0.127379342701871
"101"	"Nabp1"	0.163836163836164	0.163836163836164	1	0.0999644955727299
"102"	"Stat4"	0.9000999000999	0.9000999000999	1	-0.133165689698342
"103"	"Stat1"	0.605394605394605	0.605394605394605	1	-0.0393687417867827
"104"	"Gls"	0.532467532467532	0.532467532467532	1	-0.0203711897943824
"105"	"Nab1"	0.382617382617383	0.382617382617383	1	0.0102232170100022
"106"	"Tmem194b"	0.194805194805195	0.194805194805195	1	0.0956724479206365
"107"	"Mfsd6"	0.931068931068931	0.931068931068931	1	-0.150378943209166
"108"	"Inpp1"	0.906093906093906	0.906093906093906	1	-0.129544425327858
"109"	"Hibch"	0.102897102897103	0.102897102897103	1	0.148608136706663
"110"	"Pms1"	0.03996003996004	0.03996003996004	1	0.219043317205778
"111"	"Ormdl1"	0.326673326673327	0.326673326673327	1	0.0241320357008517
"112"	"Osgepl1"	0.863136863136863	0.863136863136863	1	-0.118345346765568
"113"	"Asnsd1"	0.135864135864136	0.135864135864136	1	0.125112264353192
"114"	"Stk17b"	0.106893106893107	0.106893106893107	1	0.134578223515206
"115"	"Gtf3c3"	0.648351648351648	0.648351648351648	1	-0.0819656625037808
"116"	"Pgap1"	0.712287712287712	0.712287712287712	1	-0.0537257298078709
"117"	"Ankrd44"	0.256743256743257	0.256743256743257	1	0.0544237486662279
"118"	"Sf3b1"	0.295704295704296	0.295704295704296	1	0.046736908394075
"119"	"Coq10b"	0.00599400599400599	0.00599400599400599	1	0.299868526590361
"120"	"Hspd1"	0.307692307692308	0.307692307692308	1	0.0335684202288395
"121"	"Hspe1"	0.56043956043956	0.56043956043956	1	-0.0235620815559047
"122"	"Mob4"	0.100899100899101	0.100899100899101	1	0.16078431372549
"123"	"Rftn2"	0.481518481518482	0.481518481518482	1	-0.00563542810792904
"124"	"Mars2"	0.142857142857143	0.142857142857143	1	0.144995634777661
"125"	"Plcl1"	0.525474525474525	0.525474525474525	1	-0.00813843457484348
"126"	"Satb2"	1	1	1	-0.173232393093097
"127"	"4930558J18Rik"	0.276723276723277	0.276723276723277	1	0.110450183515733
"128"	"1700066M21Rik"	0.116883116883117	0.116883116883117	1	0.151694264984953
"129"	"Tyw5"	0.559440559440559	0.559440559440559	1	-0.0324313382781819
"130"	"9430016H08Rik"	0.0539460539460539	0.0539460539460539	1	0.242990403734613
"131"	"Kctd18"	0.405594405594406	0.405594405594406	1	0.0193202072522206
"132"	"Sgol2a"	0.204795204795205	0.204795204795205	1	0.10544028638367
"133"	"Aox2"	0.24975024975025	0.24975024975025	1	0.130796269952842
"134"	"Bzw1"	0.681318681318681	0.681318681318681	1	-0.0623599169542554
"135"	"Clk1"	0.988011988011988	0.988011988011988	1	-0.203019590214316
"136"	"Ppil3"	0.729270729270729	0.729270729270729	1	-0.0754028614967728
"137"	"Nif3l1"	0.983016983016983	0.983016983016983	1	-0.188462742087033
"138"	"Orc2"	0.736263736263736	0.736263736263736	1	-0.0697590753160929
"139"	"Fam126b"	0.13986013986014	0.13986013986014	1	0.108698667287146
"140"	"Ndufb3"	0.127872127872128	0.127872127872128	1	0.132157703483591
"141"	"Gm20257"	0.118881118881119	0.118881118881119	1	0.145910505591837
"142"	"Cflar"	0.679320679320679	0.679320679320679	1	-0.0525642860550546
"143"	"Casp8"	0.693306693306693	0.693306693306693	1	-0.045909975461522
"144"	"Trak2"	0.496503496503497	0.496503496503497	1	-0.018876687115775
"145"	"Stradb"	0.983016983016983	0.983016983016983	1	-0.158513614157018
"146"	"Als2"	0.002997002997003	0.002997002997003	1	0.404060110609587
"147"	"Sumo1"	0.659340659340659	0.659340659340659	1	-0.0586129166243047
"148"	"Nop58"	0.184815184815185	0.184815184815185	1	0.0910256196322091
"149"	"Bmpr2"	0.235764235764236	0.235764235764236	1	0.130796269952842
"150"	"Fam117b"	0.834165834165834	0.834165834165834	1	-0.0841703016069575
"151"	"Wdr12"	0.664335664335664	0.664335664335664	1	-0.0551073752114476
"152"	"Nbeal1"	0.938061938061938	0.938061938061938	1	-0.153725008112637
"153"	"Cyp20a1"	0.17982017982018	0.17982017982018	1	0.118345346765568
"154"	"Abi2"	0.173826173826174	0.173826173826174	1	0.0840161622076169
"155"	"Ino80d"	0.753246753246753	0.753246753246753	1	-0.0769973341469666
"156"	"Ino80dos"	0.842157842157842	0.842157842157842	1	-0.108722821979685
"157"	"Ndufs1"	0.538461538461538	0.538461538461538	1	-0.0246555615428568
"158"	"Eef1b2"	0.863136863136863	0.863136863136863	1	-0.118064764824653
"159"	"Fastkd2"	0.951048951048951	0.951048951048951	1	-0.160866563391318
"160"	"Klf7"	0.232767232767233	0.232767232767233	1	0.0727461465127292
"161"	"Creb1"	0.862137862137862	0.862137862137862	1	-0.111308569841183
"162"	"2810408I11Rik"	0.771228771228771	0.771228771228771	1	-0.0913133466208471
"163"	"Ccnyl1"	0.14985014985015	0.14985014985015	1	0.124957144090527
"164"	"Fzd5"	0.812187812187812	0.812187812187812	1	-0.0988238484088137
"165"	"Plekhm3"	0.803196803196803	0.803196803196803	1	-0.103235864493916
"166"	"Idh1"	0.230769230769231	0.230769230769231	1	0.130796269952842
"167"	"Pikfyve"	0.764235764235764	0.764235764235764	1	-0.0835644624108017
"168"	"Unc80"	0.281718281718282	0.281718281718282	1	0.110450183515733
"169"	"Rpe"	0.918081918081918	0.918081918081918	1	-0.130726678134042
"170"	"Kansl1l"	0.989010989010989	0.989010989010989	1	-0.184136311271172
"171"	"Acadl"	0.18981018981019	0.18981018981019	1	0.080768192424009
"172"	"Lancl1"	0.133866133866134	0.133866133866134	1	0.0938498619312002
"173"	"Mreg"	0.311688311688312	0.311688311688312	1	0.0492542114169056
"174"	"Xrcc5"	0.425574425574426	0.425574425574426	1	0.00202695864238637
"175"	"Rpl37a"	0.32967032967033	0.32967032967033	1	0.0343768057374179
"176"	"Rufy4"	0.881118881118881	0.881118881118881	1	-0.122278739002634
"177"	"Cxcr2"	0.0889110889110889	0.0889110889110889	1	0.152297304872615
"178"	"Arpc2"	0.390609390609391	0.390609390609391	1	0.00972758933257001
"179"	"Aamp"	0.844155844155844	0.844155844155844	1	-0.0757266236287626
"180"	"Pnkd"	0.558441558441558	0.558441558441558	1	-0.0319564099316117
"181"	"Tmbim1"	0.821178821178821	0.821178821178821	1	-0.105248426479166
"182"	"Slc11a1"	0.182817182817183	0.182817182817183	1	0.0953013650449001
"183"	"Ctdsp1"	0.757242757242757	0.757242757242757	1	-0.0761933520472232
"184"	"Mir26b"	0.107892107892108	0.107892107892108	1	0.145910505591837
"185"	"Usp37"	0.408591408591409	0.408591408591409	1	0.0112535383551919
"186"	"Rqcd1"	0.912087912087912	0.912087912087912	1	-0.122277845392344
"187"	"Plcd4"	0.591408591408591	0.591408591408591	1	-0.0656887933540938
"188"	"Zfp142"	0.93006993006993	0.93006993006993	1	-0.133709748082399
"189"	"Bcs1l"	0.170829170829171	0.170829170829171	1	0.118345346765568
"190"	"Rnf25"	0.410589410589411	0.410589410589411	1	0.0165899185834238
"191"	"Stk36"	0.851148851148851	0.851148851148851	1	-0.118701841510999
"192"	"Ttll4"	0.160839160839161	0.160839160839161	1	0.103809089933148
"193"	"Cyp27a1"	0.528471528471528	0.528471528471528	1	-0.0238706126323848
"194"	"Prkag3"	0.285714285714286	0.285714285714286	1	0.110450183515733
"195"	"Wnt10a"	0.337662337662338	0.337662337662338	1	0.079059078727051
"196"	"Cnppd1"	0.0549450549450549	0.0549450549450549	1	0.185564498735891
"197"	"Fam134a"	0.645354645354645	0.645354645354645	1	-0.0504893038731128
"198"	"Zfand2b"	0.908091908091908	0.908091908091908	1	-0.128848315130558
"199"	"Abcb6"	0.051948051948052	0.051948051948052	1	0.187308898362548
"200"	"Atg9a"	0.519480519480519	0.519480519480519	1	-0.0118475865880512
"201"	"Ankzf1"	0.726273726273726	0.726273726273726	1	-0.0566776671339864
"202"	"Glb1l"	0.216783216783217	0.216783216783217	1	0.0609790771642295
"203"	"Stk16"	0.378621378621379	0.378621378621379	1	0.0269088595648877
"204"	"Tuba4a"	0.40959040959041	0.40959040959041	1	0.0156631927703962
"205"	"Dnajb2"	0.591408591408591	0.591408591408591	1	-0.0347998002396533
"206"	"Dnpep"	0.252747252747253	0.252747252747253	1	0.0653628497024855
"207"	"Gmppa"	0.605394605394605	0.605394605394605	1	-0.0425063058011616
"208"	"Chpf"	0.0889110889110889	0.0889110889110889	1	0.18228054290176
"209"	"Stk11ip"	0.363636363636364	0.363636363636364	1	0.0274313024640707
"210"	"Farsb"	0.25974025974026	0.25974025974026	1	0.0637838701694125
"211"	"Utp14b"	0.268731268731269	0.268731268731269	1	0.110450183515733
"212"	"Ap1s3"	0.478521478521479	0.478521478521479	1	-0.00532102761210006
"213"	"Wdfy1"	0.476523476523477	0.476523476523477	1	-0.00402368938354405
"214"	"Mrpl44"	0.325674325674326	0.325674325674326	1	0.0279720292649319
"215"	"Cul3"	0.166833166833167	0.166833166833167	1	0.105168332964536
"216"	"Dock10"	0.00599400599400599	0.00599400599400599	1	0.316614332080873
"217"	"Rhbdd1"	0.02997002997003	0.02997002997003	1	0.251795403432574
"218"	"Col4a3"	0.17982017982018	0.17982017982018	1	0.137190754261647
"219"	"Mff"	0.675324675324675	0.675324675324675	1	-0.0585067546714699
"220"	"Agfg1"	0.0579420579420579	0.0579420579420579	1	0.174654614234344
"221"	"Trip12"	0.837162837162837	0.837162837162837	1	-0.104079668023313
"222"	"A530032D15Rik"	0.452547452547453	0.452547452547453	1	0.00504058350310693
"223"	"Gm7609"	0.481518481518482	0.481518481518482	1	0.00123025894916303
"224"	"C130026I21Rik"	0.234765234765235	0.234765234765235	1	0.0817590043740871
"225"	"Sp110"	0.251748251748252	0.251748251748252	1	0.0700078833964134
"226"	"Sp140"	0.471528471528472	0.471528471528472	1	0.000682220987123231
"227"	"Sp100"	0.296703296703297	0.296703296703297	1	0.0470222254799519
"228"	"A630001G21Rik"	0.348651348651349	0.348651348651349	1	0.0355584778529767
"229"	"Cab39"	0.961038961038961	0.961038961038961	1	-0.175270578193308
"230"	"Itm2c"	0.051948051948052	0.051948051948052	1	0.242990403734613
"231"	"Psmd1"	0.481518481518482	0.481518481518482	1	-0.0033618838594949
"232"	"Ncl"	0.31968031968032	0.31968031968032	1	0.0487017001688245
"233"	"Snora75"	0.176823176823177	0.176823176823177	1	0.137190754261647
"234"	"Ptma"	0.288711288711289	0.288711288711289	1	0.0508813571906835
"235"	"Pde6d"	0.872127872127872	0.872127872127872	1	-0.129154760042004
"236"	"Cops7b"	0.250749250749251	0.250749250749251	1	0.0659322844546015
"237"	"Dis3l2"	0.54045954045954	0.54045954045954	1	-0.0242540762891299
"238"	"Eif4e2"	0.984015984015984	0.984015984015984	1	-0.189257169150715
"239"	"Efhd1"	0.589410589410589	0.589410589410589	1	-0.0656887933540938
"240"	"Gigyf2"	0.561438561438561	0.561438561438561	1	-0.0260338790924633
"241"	"Kcnj13"	0.232767232767233	0.232767232767233	1	0.130796269952842
"242"	"Inpp5d"	0.525474525474525	0.525474525474525	1	-0.0205053583340504
"243"	"Atg16l1"	0.334665334665335	0.334665334665335	1	0.0319018754844246
"244"	"Dgkd"	0.450549450549451	0.450549450549451	1	0.00609435822616488
"245"	"Usp40"	0.3996003996004	0.3996003996004	1	0.00903399593630289
"246"	"Ugt1a10"	0.597402597402597	0.597402597402597	1	-0.0413001812835146
"247"	"Ugt1a9"	0.586413586413586	0.586413586413586	1	-0.0413001812835146
"248"	"Ugt1a7c"	0.624375624375624	0.624375624375624	1	-0.0494255988643112
"249"	"Ugt1a6b"	0.307692307692308	0.307692307692308	1	0.0460081694132458
"250"	"Ugt1a6a"	0.262737262737263	0.262737262737263	1	0.0665485720870004
"251"	"Ugt1a5"	0.577422577422577	0.577422577422577	1	-0.0413001812835146
"252"	"Ugt1a2"	0.602397602397602	0.602397602397602	1	-0.0413001812835146
"253"	"Ugt1a1"	0.475524475524476	0.475524475524476	1	-0.00360713700486292
"254"	"Mroh2a"	0.185814185814186	0.185814185814186	1	0.0879686659735482
"255"	"Hjurp"	0.10989010989011	0.10989010989011	1	0.129584513094308
"256"	"6430706D22Rik"	0.042957042957043	0.042957042957043	1	0.188455292709333
"257"	"A730008H23Rik"	0.365634365634366	0.365634365634366	1	0.0325085935262606
"258"	"Arl4c"	0.214785214785215	0.214785214785215	1	0.0815826075426365
"259"	"Agap1"	0.688311688311688	0.688311688311688	1	-0.0601642029158604
"260"	"Cops8"	0.91008991008991	0.91008991008991	1	-0.112128605620162
"261"	"Lrrfip1"	0.387612387612388	0.387612387612388	1	0.01682512536078
"262"	"Ube2f"	0.546453546453546	0.546453546453546	1	-0.0296708168196201
"263"	"Scly"	0.923076923076923	0.923076923076923	1	-0.145236518767878
"264"	"Ilkap"	0.925074925074925	0.925074925074925	1	-0.143318431688046
"265"	"Hes6"	0.627372627372627	0.627372627372627	1	-0.0469826550145183
"266"	"Per2"	0.051948051948052	0.051948051948052	1	0.195398813126046
"267"	"Traf3ip1"	0.122877122877123	0.122877122877123	1	0.145910505591837
"268"	"Asb1"	0.813186813186813	0.813186813186813	1	-0.0989222555025166
"269"	"Hdac4"	0.514485514485514	0.514485514485514	1	-0.0136261337492523
"270"	"Ndufa10"	0.040959040959041	0.040959040959041	1	0.225166315433515
"271"	"Myeov2"	0.268731268731269	0.268731268731269	1	0.0529344990345913
"272"	"Gpc1"	0.894105894105894	0.894105894105894	1	-0.129801376344301
"273"	"Dusp28"	0.945054945054945	0.945054945054945	1	-0.128471002931458
"274"	"Rnpepl1"	0.355644355644356	0.355644355644356	1	0.0248351652130127
"275"	"9430060I03Rik"	0.701298701298701	0.701298701298701	1	-0.0616804280374487
"276"	"Capn10"	0.807192807192807	0.807192807192807	1	-0.088436619438696
"277"	"Gpr35"	0.78021978021978	0.78021978021978	1	-0.0839687450383242
"278"	"Mterf4"	0.451548451548452	0.451548451548452	1	-0.00193786360350248
"279"	"Ppp1r7"	0.432567432567433	0.432567432567433	1	0.00900720385477792
"280"	"Hdlbp"	0.967032967032967	0.967032967032967	1	-0.151525093241053
"281"	"2-Sep"	0.617382617382617	0.617382617382617	1	-0.0366250332721912
"282"	"Farp2"	0.924075924075924	0.924075924075924	1	-0.157119558041608
"283"	"Stk25"	0.839160839160839	0.839160839160839	1	-0.108712887378699
"284"	"Thap4"	0.907092907092907	0.907092907092907	1	-0.136830245672636
"285"	"Atg4b"	0.876123876123876	0.876123876123876	1	-0.128105314701542
"286"	"Dtymk"	0.956043956043956	0.956043956043956	1	-0.160011166881387
"287"	"Ing5"	0.316683316683317	0.316683316683317	1	0.0395648336643513
"288"	"D2hgdh"	0.491508491508492	0.491508491508492	1	-0.00904647944782346
"289"	"Fam174a"	0.136863136863137	0.136863136863137	1	0.102413665709212
"290"	"St8sia4"	0.470529470529471	0.470529470529471	1	0.0044651175419245
"291"	"Slco4c1"	0.562437562437562	0.562437562437562	1	-0.0263235281685186
"292"	"Panct2"	0.401598401598402	0.401598401598402	1	0.0238339869691845
"293"	"D1Ertd622e"	0.581418581418581	0.581418581418581	1	-0.0356486983233346
"294"	"Ppip5k2"	0.859140859140859	0.859140859140859	1	-0.0995408720250852
"295"	"Gin1"	0.695304695304695	0.695304695304695	1	-0.0976612148981218
"296"	"Pam"	0.298701298701299	0.298701298701299	1	0.056324724441787
"297"	"1810006J02Rik"	1	1	1	-0.173232393093097
"298"	"Pign"	0.316683316683317	0.316683316683317	1	0.0438016339188591
"299"	"2310035C23Rik"	0.034965034965035	0.034965034965035	1	0.198326132729233
"300"	"Zcchc2"	0.234765234765235	0.234765234765235	1	0.0713617934694835
"301"	"Phlpp1"	0.043956043956044	0.043956043956044	1	0.241207691499287
"302"	"Bcl2"	0.697302697302697	0.697302697302697	1	-0.0552702221784915
"303"	"Kdsr"	0.120879120879121	0.120879120879121	1	0.129363269856629
"304"	"Vps4b"	0.66033966033966	0.66033966033966	1	-0.0524424962182684
"305"	"Serpinb10"	0.698301698301698	0.698301698301698	1	-0.0622753784469912
"306"	"Dsel"	0.942057942057942	0.942057942057942	1	-0.128471002931458
"307"	"Tsn"	0.042957042957043	0.042957042957043	1	0.196291705793377
"308"	"Nifk"	0.655344655344655	0.655344655344655	1	-0.0512217180231999
"309"	"Clasp1"	0.607392607392607	0.607392607392607	1	-0.0426356929998362
"310"	"Ralb"	0.948051948051948	0.948051948051948	1	-0.15810597540465
"311"	"Tmem185b"	0.273726273726274	0.273726273726274	1	0.0474591896568879
"312"	"Epb4.1l5"	0.641358641358641	0.641358641358641	1	-0.0819656625037808
"313"	"Ptpn4"	0.18981018981019	0.18981018981019	1	0.137190754261647
"314"	"Tmem177"	0.708291708291708	0.708291708291708	1	-0.0976612148981218
"315"	"Dbi"	0.418581418581419	0.418581418581419	1	0.0238339869691845
"316"	"Insig2"	0.28971028971029	0.28971028971029	1	0.0411628626357421
"317"	"Ccdc93"	0.051948051948052	0.051948051948052	1	0.207872678644316
"318"	"Htr5b"	0.277722277722278	0.277722277722278	1	0.110450183515733
"319"	"Ddx18"	0.955044955044955	0.955044955044955	1	-0.112380209528127
"320"	"Actr3"	0.983016983016983	0.983016983016983	1	-0.135465865178188
"321"	"Slc35f5"	0.0679320679320679	0.0679320679320679	1	0.220881200642606
"322"	"Mgat5"	0.571428571428571	0.571428571428571	1	-0.0308761107139597
"323"	"Tmem163"	0.143856143856144	0.143856143856144	1	0.120218481871998
"324"	"Ccnt2"	0.302697302697303	0.302697302697303	1	0.0492938203623055
"325"	"Rab3gap1"	0.294705294705295	0.294705294705295	1	0.042739676792742
"326"	"R3hdm1"	0.101898101898102	0.101898101898102	1	0.142040593872741
"327"	"Ubxn4"	0.017982017982018	0.017982017982018	1	0.261459645694382
"328"	"Mcm6"	0.522477522477522	0.522477522477522	1	-0.0190896870351679
"329"	"Dars"	0.921078921078921	0.921078921078921	1	-0.144402885711851
"330"	"Cxcr4"	0.49050949050949	0.49050949050949	1	-0.0136063294249492
"331"	"Cd55b"	0.303696303696304	0.303696303696304	1	0.0479583486156223
"332"	"Cd55"	0.837162837162837	0.837162837162837	1	-0.10189513115456
"333"	"Zp3r"	0.200799200799201	0.200799200799201	1	0.137190754261647
"334"	"Pfkfb2"	0.738261738261738	0.738261738261738	1	-0.0778352118676365
"335"	"Yod1"	0.558441558441558	0.558441558441558	1	-0.03121516309275
"336"	"Pigr"	0.879120879120879	0.879120879120879	1	-0.119634801812795
"337"	"Fcmr"	0.849150849150849	0.849150849150849	1	-0.0964211672507158
"338"	"Mapkapk2"	0.0559440559440559	0.0559440559440559	1	0.205061781403559
"339"	"Eif2d"	0.667332667332667	0.667332667332667	1	-0.0555047010318649
"340"	"Rassf5"	0.36963036963037	0.36963036963037	1	0.0199210142991023
"341"	"Ikbke"	0.588411588411588	0.588411588411588	1	-0.0318371956589781
"342"	"Srgap2"	0.447552447552448	0.447552447552448	1	0.00413214683400073
"343"	"Ctse"	0.795204795204795	0.795204795204795	1	-0.0903971821008453
"344"	"Slc26a9"	0.0569430569430569	0.0569430569430569	1	0.242990403734613
"345"	"Slc41a1"	0.390609390609391	0.390609390609391	1	0.0081305963426726
"346"	"Nucks1"	0.86013986013986	0.86013986013986	1	-0.107146566153176
"347"	"Elk4"	0.894105894105894	0.894105894105894	1	-0.117158896122138
"348"	"Mfsd4"	0.588411588411588	0.588411588411588	1	-0.0323267019703258
"349"	"Nuak2"	0.765234765234765	0.765234765234765	1	-0.0695700414384131
"350"	"Dstyk"	0.85014985014985	0.85014985014985	1	-0.112608041662898
"351"	"Rbbp5"	0.127872127872128	0.127872127872128	1	0.132157703483591
"352"	"Cntn2"	0.555444555444555	0.555444555444555	1	-0.0296574944629456
