"gene.id"	"ps"	"ps.FDR"	"corr.coef"
"5109"	"Stard13"	0.521	1	-0.0071199776268289
"5110"	"Cplx2"	0.495	1	-0.00714060507742924
"5111"	"Rgl1"	0.502	1	-0.00715180702789805
"5112"	"Api5"	0.465	1	-0.0071808495385297
"5113"	"Chchd3"	0.474	1	-0.0072019762360704
"5114"	"Pgam2"	0.504	1	-0.00722719674904231
"5115"	"Arl5c"	0.503	1	-0.00722719674904231
"5116"	"Sacs"	0.51	1	-0.00722719674904231
"5117"	"Dnlz"	0.503	1	-0.00722719674904231
"5118"	"Hyls1"	0.503	1	-0.00722719674904231
"5119"	"Abca13"	0.478	1	-0.00728457253245085
"5120"	"Myl6"	0.428	1	-0.00731358236725347
"5121"	"Rft1"	0.467	1	-0.00734745948868469
"5122"	"Zfp384"	0.495	1	-0.00735010068922953
"5123"	"Zfp281"	0.499	1	-0.00744423086123717
"5124"	"Rpl37"	0.51	1	-0.00744718154475079
"5125"	"5430421N21Rik"	0.502	1	-0.00746327752477333
"5126"	"Tmem109"	0.43	1	-0.00749501425328801
"5127"	"Yipf6"	0.429	1	-0.00750476704108749
"5128"	"Dpy19l3"	0.465	1	-0.00766748253762348
"5129"	"Zfp958"	0.477	1	-0.00767673061794058
"5130"	"Gtf2e2"	0.429	1	-0.00770244284106819
"5131"	"Nutf2-ps1"	0.484	1	-0.00774386673068408
"5132"	"Usp28"	0.511	1	-0.00775659883161052
"5133"	"Hykk"	0.513	1	-0.00779667690375438
"5134"	"Lsm3"	0.455	1	-0.00783330437111042
"5135"	"Snx2"	0.473	1	-0.0080516549540292
"5136"	"Hmg20b"	0.479	1	-0.00806707188437274
"5137"	"Klhl5"	0.487	1	-0.00808468010667409
"5138"	"B3gnt8"	0.497	1	-0.00809943416241849
"5139"	"Cdc25a"	0.493	1	-0.00810783456954547
"5140"	"Pigf"	0.513	1	-0.0081305963426726
"5141"	"Kif20b"	0.515	1	-0.0081305963426726
"5142"	"As3mt"	0.523	1	-0.0081305963426726
"5143"	"Fbxo21"	0.561	1	-0.0081305963426726
"5144"	"Creld1"	0.524	1	-0.0081305963426726
"5145"	"Spns1"	0.513	1	-0.0081305963426726
"5146"	"Hist1h2bh"	0.504	1	-0.00813457289354959
"5147"	"Trpa1"	0.558	1	-0.00813843457484348
"5148"	"Plcl1"	0.523	1	-0.00813843457484348
"5149"	"Kif14"	0.526	1	-0.00813843457484348
"5150"	"Gm16432"	0.531	1	-0.00813843457484348
"5151"	"1700007P06Rik"	0.529	1	-0.00813843457484348
"5152"	"Mir6905"	0.522	1	-0.00813843457484348
"5153"	"Tet1"	0.521	1	-0.00813843457484348
"5154"	"Lrrtm3"	0.544	1	-0.00813843457484348
"5155"	"Ank3"	0.515	1	-0.00813843457484348
"5156"	"Dcn"	0.567	1	-0.00813843457484348
"5157"	"Tspan8"	0.515	1	-0.00813843457484348
"5158"	"Dyrk2"	0.539	1	-0.00813843457484348
"5159"	"Tom1l2"	0.518	1	-0.00813843457484348
"5160"	"Myocd"	0.53	1	-0.00813843457484348
"5161"	"Aurkb"	0.57	1	-0.00813843457484348
"5162"	"Spns3"	0.547	1	-0.00813843457484348
"5163"	"Pex12"	0.576	1	-0.00813843457484348
"5164"	"Taf15"	0.527	1	-0.00813843457484348
"5165"	"Thra"	0.532	1	-0.00813843457484348
"5166"	"Rnd2"	0.534	1	-0.00813843457484348
"5167"	"Tcam1"	0.519	1	-0.00813843457484348
"5168"	"Apob"	0.506	1	-0.00813843457484348
"5169"	"Slc26a4"	0.533	1	-0.00813843457484348
"5170"	"Nrxn3"	0.504	1	-0.00813843457484348
"5171"	"Xrcc3"	0.536	1	-0.00813843457484348
"5172"	"Bphl"	0.528	1	-0.00813843457484348
"5173"	"Adtrp"	0.508	1	-0.00813843457484348
"5174"	"4921525O09Rik"	0.565	1	-0.00813843457484348
"5175"	"Slc6a18"	0.505	1	-0.00813843457484348
"5176"	"Duxbl2"	0.545	1	-0.00813843457484348
"5177"	"Duxbl3"	0.54	1	-0.00813843457484348
"5178"	"Duxbl1"	0.538	1	-0.00813843457484348
"5179"	"Cacna1d"	0.533	1	-0.00813843457484348
"5180"	"Gm5460"	0.543	1	-0.00813843457484348
"5181"	"Nrl"	0.521	1	-0.00813843457484348
"5182"	"Ift88"	0.512	1	-0.00813843457484348
"5183"	"Phf11a"	0.514	1	-0.00813843457484348
"5184"	"2700070H01Rik"	0.527	1	-0.00813843457484348
"5185"	"Mir124a-1hg"	0.523	1	-0.00813843457484348
"5186"	"Gm5464"	0.514	1	-0.00813843457484348
"5187"	"Gpr180"	0.52	1	-0.00813843457484348
"5188"	"Dock9"	0.486	1	-0.00813843457484348
"5189"	"Amacr"	0.553	1	-0.00813843457484348
"5190"	"Csmd3"	0.552	1	-0.00813843457484348
"5191"	"1700012I11Rik"	0.513	1	-0.00813843457484348
"5192"	"Tcf20"	0.527	1	-0.00813843457484348
"5193"	"Pnpla5"	0.55	1	-0.00813843457484348
"5194"	"Plxnb2"	0.531	1	-0.00813843457484348
"5195"	"Lalba"	0.519	1	-0.00813843457484348
"5196"	"Dnajc22"	0.552	1	-0.00813843457484348
"5197"	"Tbccd1"	0.55	1	-0.00813843457484348
"5198"	"Setd4"	0.505	1	-0.00813843457484348
"5199"	"Gm7168"	0.535	1	-0.00813843457484348
"5200"	"Gm10510"	0.517	1	-0.00813843457484348
"5201"	"Vmn2r100"	0.546	1	-0.00813843457484348
"5202"	"Tmem204"	0.521	1	-0.00813843457484348
"5203"	"B230354K17Rik"	0.536	1	-0.00813843457484348
"5204"	"Ltbp1"	0.535	1	-0.00813843457484348
"5205"	"Dync2li1"	0.51	1	-0.00813843457484348
"5206"	"Mib1"	0.533	1	-0.00813843457484348
"5207"	"Taf4b"	0.52	1	-0.00813843457484348
"5208"	"Eif4ebp3"	0.515	1	-0.00813843457484348
"5209"	"Pcdhb1"	0.517	1	-0.00813843457484348
"5210"	"Jakmip2"	0.543	1	-0.00813843457484348
"5211"	"Sema6a"	0.538	1	-0.00813843457484348
"5212"	"D030056L22Rik"	0.56	1	-0.00813843457484348
"5213"	"Hectd2"	0.537	1	-0.00813843457484348
"5214"	"Ccnj"	0.537	1	-0.00813843457484348
"5215"	"4921504E06Rik"	0.547	1	-0.00813843457484348
"5216"	"Nrarp"	0.525	1	-0.00813843457484348
"5217"	"Neb"	0.526	1	-0.00813843457484348
"5218"	"Kcnj3"	0.531	1	-0.00813843457484348
"5219"	"Scn2a1"	0.522	1	-0.00813843457484348
"5220"	"Ttn"	0.53	1	-0.00813843457484348
"5221"	"Spata5l1"	0.514	1	-0.00813843457484348
"5222"	"Pofut1"	0.519	1	-0.00813843457484348
"5223"	"Ect2"	0.532	1	-0.00813843457484348
"5224"	"Pabpc4l"	0.528	1	-0.00813843457484348
"5225"	"Map9"	0.533	1	-0.00813843457484348
"5226"	"Hist2h3c2"	0.542	1	-0.00813843457484348
"5227"	"Hist2h3c1"	0.52	1	-0.00813843457484348
"5228"	"Casq2"	0.54	1	-0.00813843457484348
"5229"	"Amy2a4"	0.521	1	-0.00813843457484348
"5230"	"Amy2a3"	0.531	1	-0.00813843457484348
"5231"	"Amy2a2"	0.541	1	-0.00813843457484348
"5232"	"Pde5a"	0.538	1	-0.00813843457484348
"5233"	"Mcoln2"	0.54	1	-0.00813843457484348
"5234"	"Cryz"	0.548	1	-0.00813843457484348
"5235"	"2610301B20Rik"	0.515	1	-0.00813843457484348
"5236"	"Musk"	0.547	1	-0.00813843457484348
"5237"	"Ccdc163"	0.529	1	-0.00813843457484348
"5238"	"Rcan3"	0.527	1	-0.00813843457484348
"5239"	"Clcn6"	0.552	1	-0.00813843457484348
"5240"	"Ccdc146"	0.543	1	-0.00813843457484348
"5241"	"Gm1045"	0.532	1	-0.00813843457484348
"5242"	"Naa11"	0.552	1	-0.00813843457484348
"5243"	"Ndufa5"	0.508	1	-0.00813843457484348
"5244"	"Igf2bp3"	0.552	1	-0.00813843457484348
"5245"	"Il12rb2"	0.518	1	-0.00813843457484348
"5246"	"4930512J16Rik"	0.532	1	-0.00813843457484348
"5247"	"Efcab12"	0.537	1	-0.00813843457484348
"5248"	"Art4"	0.537	1	-0.00813843457484348
"5249"	"Vmn2r31"	0.552	1	-0.00813843457484348
"5250"	"Vmn2r33"	0.544	1	-0.00813843457484348
"5251"	"Vmn2r44"	0.536	1	-0.00813843457484348
"5252"	"Vmn2r38"	0.509	1	-0.00813843457484348
"5253"	"Psg26"	0.551	1	-0.00813843457484348
"5254"	"Arhgap33"	0.52	1	-0.00813843457484348
"5255"	"1700039E15Rik"	0.54	1	-0.00813843457484348
"5256"	"Kcnj14"	0.508	1	-0.00813843457484348
"5257"	"Usp17la"	0.534	1	-0.00813843457484348
"5258"	"Abca15"	0.542	1	-0.00813843457484348
"5259"	"Qprt"	0.517	1	-0.00813843457484348
"5260"	"Mgmt"	0.546	1	-0.00813843457484348
"5261"	"B930018H19Rik"	0.554	1	-0.00813843457484348
"5262"	"Aga"	0.525	1	-0.00813843457484348
"5263"	"Cdh8"	0.538	1	-0.00813843457484348
"5264"	"Slc38a8"	0.545	1	-0.00813843457484348
"5265"	"Ccdc15"	0.521	1	-0.00813843457484348
"5266"	"AW551984"	0.494	1	-0.00813843457484348
"5267"	"Uchl4"	0.536	1	-0.00813843457484348
"5268"	"Rora"	0.531	1	-0.00813843457484348
"5269"	"Slc17a5"	0.509	1	-0.00813843457484348
"5270"	"Scn10a"	0.515	1	-0.00813843457484348
"5271"	"Mobp"	0.503	1	-0.00813843457484348
"5272"	"4930578C19Rik"	0.522	1	-0.00813843457484348
"5273"	"Usp11"	0.511	1	-0.00813843457484348
"5274"	"Tmsb15l"	0.544	1	-0.00813843457484348
"5275"	"Tmsb15b2"	0.531	1	-0.00813843457484348
"5276"	"Acot11"	0.475	1	-0.00821185063319494
"5277"	"Slc12a4"	0.482	1	-0.00828490362139647
"5278"	"Prdx5"	0.484	1	-0.00829158914173942
"5279"	"Exosc1"	0.459	1	-0.00829857865578244
"5280"	"Zfp715"	0.48	1	-0.00831030018239403
"5281"	"Casc3"	0.5	1	-0.00832351921352869
"5282"	"Slc8b1"	0.468	1	-0.0083374579145464
"5283"	"Grhl1"	0.467	1	-0.00844691098416704
"5284"	"Uba52"	0.52	1	-0.00844912994882684
"5285"	"Clcf1-pold4"	0.489	1	-0.00845040504136108
"5286"	"Gm12070"	0.487	1	-0.00850627355565097
"5287"	"Dolk"	0.479	1	-0.00851322629802274
"5288"	"Pirb"	0.474	1	-0.00851581508515815
"5289"	"Magef1"	0.544	1	-0.00858229613948774
"5290"	"Dusp19"	0.534	1	-0.00858229613948774
"5291"	"Galk2"	0.505	1	-0.00858229613948774
"5292"	"Bst2"	0.516	1	-0.00858229613948774
"5293"	"Atrip"	0.5	1	-0.00858229613948774
"5294"	"Sh2d2a"	0.499	1	-0.00858627259972503
"5295"	"Mir8112"	0.466	1	-0.00860189078348675
"5296"	"Fam172a"	0.465	1	-0.00865351347078224
"5297"	"Pld4"	0.48	1	-0.00867420314470082
"5298"	"Nol8"	0.492	1	-0.00868786029977416
"5299"	"Dbf4"	0.477	1	-0.00877615692024952
"5300"	"Atad2b"	0.493	1	-0.00881733966152649
"5301"	"Sigmar1"	0.483	1	-0.00886441288547037
"5302"	"Rnaset2a"	0.485	1	-0.00886505370651686
"5303"	"Rin3"	0.507	1	-0.00887467777002428
"5304"	"D2hgdh"	0.496	1	-0.00904647944782346
"5305"	"Exosc3"	0.454	1	-0.00905299489721721
"5306"	"Ly6d"	0.502	1	-0.00909638068284757
"5307"	"Rell1"	0.492	1	-0.00918805925501587
"5308"	"Dmxl2"	0.489	1	-0.00920544311828612
"5309"	"Fam175b"	0.502	1	-0.00927355238341839
"5310"	"Nudt15"	0.474	1	-0.00927532189094033
"5311"	"Bckdha"	0.477	1	-0.00929395498764995
"5312"	"Dgcr2"	0.503	1	-0.00935541847386372
"5313"	"Ube2q2"	0.426	1	-0.00938095880135936
"5314"	"Ptrh2"	0.483	1	-0.00938383924056266
"5315"	"Aes"	0.504	1	-0.00939126534348477
"5316"	"Mylip"	0.486	1	-0.0093946787507391
"5317"	"Pnp"	0.479	1	-0.00939608061204846
"5318"	"Btbd7"	0.518	1	-0.00939740129272007
"5319"	"Ttc19"	0.464	1	-0.00940832214249371
"5320"	"Exoc5"	0.503	1	-0.00941779032699933
"5321"	"Dhx37"	0.518	1	-0.00942703115309384
"5322"	"Timm21"	0.497	1	-0.00944874706210463
"5323"	"Gm11696"	0.476	1	-0.00944875998939466
"5324"	"7-Mar"	0.534	1	-0.00949768542722552
"5325"	"Sympk"	0.467	1	-0.00965206098529827
"5326"	"Rara"	0.479	1	-0.00967316038785212
"5327"	"Zmat5"	0.506	1	-0.00969311050145937
"5328"	"Gm17644"	0.516	1	-0.00970663019349974
"5329"	"Rab10os"	0.503	1	-0.00971431017821591
"5330"	"Slc39a9"	0.52	1	-0.00972145523315316
"5331"	"Zmym1"	0.447	1	-0.00972940148345456
"5332"	"Zfp747"	0.469	1	-0.00974712273463811
"5333"	"Eif4a1"	0.506	1	-0.00976332553756602
"5334"	"Cd200"	0.453	1	-0.00977680530106496
"5335"	"Prkaa1"	0.52	1	-0.00979876348451151
"5336"	"Me2"	0.507	1	-0.00981394158171051
"5337"	"0610007P14Rik"	0.487	1	-0.00986736383646289
"5338"	"Cmah"	0.497	1	-0.00987413083929669
"5339"	"Mdm4"	0.482	1	-0.00998529856294222
"5340"	"Rpl7a"	0.506	1	-0.0101573835589641
"5341"	"Srrt"	0.494	1	-0.0101581026884127
"5342"	"Gm10389"	0.478	1	-0.0101755867813351
"5343"	"Fpgt"	0.522	1	-0.0102160447155871
"5344"	"Flt3l"	0.512	1	-0.0102160447155871
"5345"	"Anxa5"	0.459	1	-0.0102281260984874
"5346"	"Btnl2"	0.471	1	-0.0102329619667528
"5347"	"Armcx3"	0.484	1	-0.0102329619667528
"5348"	"Amigo3"	0.47	1	-0.0102392565362157
"5349"	"Ikzf3"	0.446	1	-0.0103487844373247
"5350"	"Rest"	0.483	1	-0.0103776198246106
"5351"	"Slc30a9"	0.492	1	-0.01046088862345
"5352"	"Peak1"	0.505	1	-0.0104722096207594
"5353"	"Slc35b1"	0.476	1	-0.0104782447873595
"5354"	"Tceb3"	0.499	1	-0.0105393266719394
"5355"	"Slc41a2"	0.469	1	-0.0105790036395232
"5356"	"Nagpa"	0.508	1	-0.0106034600505632
"5357"	"Arrdc3"	0.494	1	-0.0106159370017745
"5358"	"Tcp11l2"	0.505	1	-0.0106174382661984
"5359"	"Cdkal1"	0.512	1	-0.0106674006095728
"5360"	"C1d"	0.502	1	-0.0106705262200299
"5361"	"Ccdc47"	0.511	1	-0.0107290265654768
"5362"	"Myo1e"	0.514	1	-0.0107294499308239
"5363"	"Utp20"	0.479	1	-0.0107914591649205
"5364"	"Prmt7"	0.502	1	-0.0107914591649205
"5365"	"Marf1"	0.471	1	-0.0108134987132534
"5366"	"Lmnb1"	0.466	1	-0.0108203396650722
"5367"	"Ubr4"	0.478	1	-0.0108660054467404
"5368"	"Abcf1"	0.512	1	-0.01094240960424
"5369"	"Arntl"	0.47	1	-0.0109697996090305
"5370"	"Adrm1"	0.478	1	-0.0109969948773024
"5371"	"St13"	0.523	1	-0.0110625283021827
"5372"	"Abcd3"	0.509	1	-0.0110814344816932
"5373"	"Fmo5"	0.503	1	-0.011117322207864
"5374"	"Adh5"	0.49	1	-0.0111644065446616
"5375"	"Hnrnpk"	0.529	1	-0.0111899088064657
"5376"	"Clcc1"	0.501	1	-0.0113427767676454
"5377"	"Yipf4"	0.54	1	-0.0114698852720633
"5378"	"Hist3h2a"	0.504	1	-0.011481484073395
"5379"	"Fam173a"	0.505	1	-0.0114903820495986
"5380"	"4932438H23Rik"	0.502	1	-0.0115522096988538
"5381"	"Runx3"	0.489	1	-0.011583999875641
"5382"	"Slc30a5"	0.459	1	-0.0115897129135263
"5383"	"Dhx33"	0.49	1	-0.0116402114053045
"5384"	"Mrpl38"	0.502	1	-0.0116983999710265
"5385"	"Pdhb"	0.551	1	-0.0117080061461914
"5386"	"Cystm1"	0.507	1	-0.0118114896225915
"5387"	"Atg9a"	0.502	1	-0.0118475865880512
"5388"	"Nutf2"	0.524	1	-0.0118623436951412
"5389"	"Tyk2"	0.532	1	-0.0119997645990066
"5390"	"Ccl9"	0.498	1	-0.0120099168387338
"5391"	"Tmem69"	0.516	1	-0.0121702208864081
"5392"	"Hhex"	0.485	1	-0.0121930850389973
"5393"	"Rilpl2"	0.51	1	-0.0122142941167653
"5394"	"Zbtb24"	0.502	1	-0.0122310863695616
"5395"	"Wdfy4"	0.518	1	-0.0122614554581619
"5396"	"Clec4a2"	0.471	1	-0.0123468275383215
"5397"	"Anxa11"	0.492	1	-0.0123516278010279
"5398"	"Wsb2"	0.528	1	-0.0123737074373712
"5399"	"Trp53i11"	0.527	1	-0.0123945233634737
"5400"	"Celsr3"	0.527	1	-0.0124590814468974
"5401"	"Map3k14"	0.49	1	-0.0124680910372582
"5402"	"G6pdx"	0.489	1	-0.012507022237557
"5403"	"Ap4e1"	0.47	1	-0.0125327903882031
"5404"	"Xrcc1"	0.495	1	-0.0125333577255395
"5405"	"Trmt10b"	0.458	1	-0.0125671435827955
"5406"	"Nmrk1"	0.499	1	-0.0125916446841999
"5407"	"Impa1"	0.512	1	-0.0126509416178682
"5408"	"Utp14a"	0.499	1	-0.0126776640311514
"5409"	"Sh2d3c"	0.502	1	-0.0127093627786801
"5410"	"Mrpl30"	0.494	1	-0.0127133662678561
"5411"	"Ankrd28"	0.471	1	-0.0127185054443705
"5412"	"Inpp5a"	0.488	1	-0.0127822969471853
"5413"	"Pex16"	0.502	1	-0.0127967300308091
"5414"	"Zbp1"	0.477	1	-0.012825076104391
"5415"	"Fam49a"	0.484	1	-0.0129035520494739
"5416"	"Rtn3"	0.492	1	-0.0129306906434972
"5417"	"Sdcbp"	0.48	1	-0.0129485968589778
"5418"	"Tmem184b"	0.532	1	-0.0129493985728833
"5419"	"Psmc1"	0.512	1	-0.0130216434413199
"5420"	"Naca"	0.517	1	-0.0130250090545325
"5421"	"Nup153"	0.523	1	-0.0130391619416603
"5422"	"1810058I24Rik"	0.494	1	-0.0130432657192835
"5423"	"Rsf1"	0.51	1	-0.0131147775906472
"5424"	"Zfp113"	0.515	1	-0.0131458736364899
"5425"	"Gm11149"	0.514	1	-0.0131600256118165
"5426"	"Saa3"	0.508	1	-0.0131681775521938
"5427"	"Ccdc132"	0.522	1	-0.0131922395926785
"5428"	"Chrna1"	0.511	1	-0.0133537885996874
"5429"	"Cyb5a"	0.514	1	-0.0134547663164438
"5430"	"Phf5a"	0.51	1	-0.0134839401315917
"5431"	"Bcap29"	0.479	1	-0.0134910256559184
"5432"	"Fam53b"	0.475	1	-0.0134910256559184
"5433"	"Ube2n"	0.498	1	-0.0135000534193592
"5434"	"Slc35a1"	0.515	1	-0.0135170939002661
"5435"	"Tmem206"	0.51	1	-0.0135513734451857
"5436"	"Strn4"	0.507	1	-0.0135604693574594
"5437"	"Cxcr4"	0.526	1	-0.0136063294249492
"5438"	"Hdac4"	0.495	1	-0.0136261337492523
"5439"	"Lsp1"	0.471	1	-0.0136398604548173
"5440"	"Cdc34"	0.478	1	-0.0137104369729742
"5441"	"Josd2"	0.5	1	-0.0137137512086684
"5442"	"2-Mar"	0.502	1	-0.0138363668522651
"5443"	"Ahr"	0.491	1	-0.0138375599562602
"5444"	"Prpf4b"	0.464	1	-0.0138709327005379
"5445"	"Slc19a1"	0.494	1	-0.0138747332120406
"5446"	"Gatb"	0.506	1	-0.0138747332120406
"5447"	"Degs1"	0.521	1	-0.0138889717808541
"5448"	"Dnase2a"	0.51	1	-0.0140081402447797
"5449"	"Ccnd3"	0.509	1	-0.0140454664766471
"5450"	"Utp11l"	0.523	1	-0.0141170454961949
"5451"	"Rcan1"	0.489	1	-0.0142601424679306
"5452"	"Med25"	0.477	1	-0.0142601424679306
"5453"	"Lrrc47"	0.529	1	-0.0143187094765809
"5454"	"Pear1"	0.501	1	-0.0143283894675871
"5455"	"Zfp790"	0.45	1	-0.0143339085872606
"5456"	"Blnk"	0.525	1	-0.0143893996208994
"5457"	"Gorasp2"	0.563	1	-0.0144269370510956
"5458"	"Irf5"	0.538	1	-0.0144731588330733
"5459"	"Ccdc167"	0.498	1	-0.01449835408616
"5460"	"Denr"	0.504	1	-0.0145918394137886
"5461"	"Rasip1"	0.508	1	-0.0145955310415151
"5462"	"Brap"	0.51	1	-0.0145965132441068
"5463"	"Zfp839"	0.507	1	-0.0146317409695334
"5464"	"Zfp574"	0.506	1	-0.0146407422824357
"5465"	"Ncaph2"	0.488	1	-0.0146750830141322
"5466"	"Ptpn12"	0.519	1	-0.0146969227385807
"5467"	"Rps6"	0.539	1	-0.0147008504023327
"5468"	"Idi1"	0.45	1	-0.0147455136665214
"5469"	"Degs2"	0.518	1	-0.0147880020197642
"5470"	"Trim30d"	0.531	1	-0.0148034043862243
"5471"	"Snx19"	0.473	1	-0.0148234112802982
"5472"	"Tfpt"	0.513	1	-0.0148902455543462
"5473"	"Gm6377"	0.529	1	-0.0148902455543462
"5474"	"Supt4a"	0.511	1	-0.0149075524768738
"5475"	"Nos1ap"	0.489	1	-0.0149122111286862
"5476"	"Man1a2"	0.509	1	-0.0149150206028527
"5477"	"Sumf1"	0.53	1	-0.0149610030164386
"5478"	"Cwc27"	0.479	1	-0.0149994939536591
"5479"	"Rpgrip1"	0.488	1	-0.0149994939536591
"5480"	"Habp4"	0.488	1	-0.0150048695279324
"5481"	"Psmd6"	0.499	1	-0.0150262815974231
"5482"	"Elac2"	0.479	1	-0.0150801544773199
"5483"	"Slc25a42"	0.534	1	-0.0151860199253737
"5484"	"Mylk4"	0.538	1	-0.0152231878165565
"5485"	"Arhgap26"	0.496	1	-0.0152251401632922
"5486"	"Abcg1"	0.542	1	-0.0152257861810423
"5487"	"Rev3l"	0.497	1	-0.0153448508347203
"5488"	"Ttll12"	0.537	1	-0.0153577930917149
"5489"	"Sfxn4"	0.549	1	-0.0153577930917149
"5490"	"Slc35d1"	0.564	1	-0.0153577930917149
"5491"	"Smarca5-ps"	0.552	1	-0.0153577930917149
"5492"	"Aasdh"	0.541	1	-0.0153577930917149
"5493"	"Anxa4"	0.556	1	-0.0153577930917149
"5494"	"Zfp59"	0.564	1	-0.0153577930917149
"5495"	"Tsix"	0.533	1	-0.0153577930917149
"5496"	"Hilpda"	0.499	1	-0.015365443715975
"5497"	"U2surp"	0.504	1	-0.0153989948118958
"5498"	"Trim28"	0.507	1	-0.0154063617224605
"5499"	"F730035M05Rik"	0.54	1	-0.015531540403499
"5500"	"Asb8"	0.516	1	-0.015531540403499
"5501"	"Mir7060"	0.515	1	-0.015531540403499
"5502"	"Snapc1"	0.516	1	-0.0155504580495015
"5503"	"Msl1"	0.529	1	-0.0155672145269527
"5504"	"Shisa5"	0.54	1	-0.0155705156710327
"5505"	"Pld3"	0.524	1	-0.0155918780562732
"5506"	"Fam217b"	0.521	1	-0.015613108323408
"5507"	"Nosip"	0.505	1	-0.0156473417393273
"5508"	"Mfsd1"	0.538	1	-0.0156672798584915
"5509"	"Tia1"	0.498	1	-0.0156702006025432
"5510"	"Aup1"	0.523	1	-0.015677601481054
"5511"	"Ly9"	0.52	1	-0.0157144743906294
"5512"	"Dgcr14"	0.507	1	-0.0157273287034316
"5513"	"Ankrd66"	0.504	1	-0.0157811482155073
"5514"	"Rn4.5s"	0.562	1	-0.0157919182811771
"5515"	"Ccrn4l"	0.503	1	-0.0158017794914907
"5516"	"Mir7682"	0.558	1	-0.0158094928885301
"5517"	"Snrnp48"	0.582	1	-0.0158094928885301
"5518"	"Il6st"	0.568	1	-0.0158094928885301
"5519"	"Rnf219"	0.573	1	-0.0158094928885301
"5520"	"Bak1"	0.559	1	-0.0158094928885301
"5521"	"Ecm1"	0.532	1	-0.0158094928885301
"5522"	"Gja5"	0.55	1	-0.0158094928885301
"5523"	"Nudt2"	0.543	1	-0.0158094928885301
"5524"	"Mast2"	0.572	1	-0.0158094928885301
"5525"	"Scfd2"	0.558	1	-0.0158094928885301
"5526"	"Dtx2"	0.538	1	-0.0158094928885301
"5527"	"AA414768"	0.536	1	-0.0158094928885301
"5528"	"Rragb"	0.56	1	-0.0158094928885301
"5529"	"Lin52"	0.458	1	-0.0158102774106137
"5530"	"Ctr9"	0.524	1	-0.0158144056471064
"5531"	"Gnl3l"	0.515	1	-0.0158272639009639
"5532"	"F5"	0.517	1	-0.0158413937068946
"5533"	"Nelfcd"	0.521	1	-0.0158607261029196
"5534"	"Tdp1"	0.511	1	-0.0158619597209598
"5535"	"Gpd2"	0.522	1	-0.0158797074638484
"5536"	"Mllt11"	0.509	1	-0.0159070857783428
"5537"	"Mrpl9"	0.519	1	-0.015927313747029
"5538"	"Csk"	0.521	1	-0.0159274936255068
"5539"	"Rsbn1l"	0.537	1	-0.0159702129886374
"5540"	"Ccdc126"	0.529	1	-0.0159953625061041
"5541"	"2610507B11Rik"	0.494	1	-0.0159961687701642
"5542"	"Ccdc84"	0.539	1	-0.016006755779466
"5543"	"9430015G10Rik"	0.528	1	-0.0160452150086644
"5544"	"Fbxo22"	0.497	1	-0.0160762322692166
"5545"	"Per1"	0.543	1	-0.0161301760892578
"5546"	"Ell2"	0.516	1	-0.0161477126011695
"5547"	"Rrad"	0.497	1	-0.0161769935842328
"5548"	"Dffb"	0.512	1	-0.0162199491908475
"5549"	"Prkrir"	0.468	1	-0.0162199491908475
"5550"	"Slc25a3"	0.502	1	-0.0162294017092199
"5551"	"Ifi205"	0.536	1	-0.0162400566297096
"5552"	"Srsf1"	0.51	1	-0.0162700096113084
"5553"	"H3f3b"	0.542	1	-0.0163303277515386
"5554"	"Taf1"	0.529	1	-0.016360439866205
"5555"	"Ccrl2"	0.537	1	-0.0163831578884685
"5556"	"Xlr4c"	0.542	1	-0.0163907873998368
"5557"	"Sae1"	0.537	1	-0.0164406072243714
"5558"	"Uqcrc2"	0.531	1	-0.016464688962048
"5559"	"Akt1s1"	0.461	1	-0.0164890313572336
"5560"	"Dpp3"	0.532	1	-0.0164893892509858
"5561"	"Cdkn1b"	0.517	1	-0.0164936900069568
"5562"	"Zfp335"	0.543	1	-0.0164986213743597
"5563"	"Zdhhc18"	0.527	1	-0.0165661310931212
"5564"	"Cyth4"	0.535	1	-0.0166062899918032
"5565"	"Med8"	0.528	1	-0.0166610376253011
"5566"	"Ubxn2a"	0.506	1	-0.0166647068703137
"5567"	"Wdr3"	0.506	1	-0.0167824734855528
"5568"	"Cd2"	0.491	1	-0.0168332573299483
"5569"	"Rpl24"	0.512	1	-0.0169114118077778
"5570"	"Kctd12"	0.549	1	-0.0169341835493651
"5571"	"Gnas"	0.506	1	-0.0169471737261685
"5572"	"Slc25a32"	0.517	1	-0.0169743654322823
"5573"	"Tbrg1"	0.528	1	-0.0169760822672277
"5574"	"Rps27rt"	0.525	1	-0.0169770701043957
"5575"	"Rps27"	0.519	1	-0.0169770701043957
"5576"	"Myh9"	0.547	1	-0.0170226571279502
"5577"	"Ppox"	0.52	1	-0.0170668848934364
"5578"	"Tsc22d4"	0.512	1	-0.0170874341190949
"5579"	"Zbtb8a"	0.504	1	-0.0170938076695677
"5580"	"Hist1h1e"	0.522	1	-0.017156538153372
"5581"	"Cad"	0.508	1	-0.0171804898393703
"5582"	"Psmd8"	0.569	1	-0.0172148751639935
"5583"	"Apip"	0.466	1	-0.0172385327825624
"5584"	"Nop10"	0.474	1	-0.0172385327825624
"5585"	"Cd37"	0.505	1	-0.0173718048722715
"5586"	"Trim26"	0.543	1	-0.0174043152909828
"5587"	"Agpat5"	0.526	1	-0.0174121438402376
