exp_id,movement,group,speed_median,speed_mad,speed_p25,speed_p75,curvature_median,curvature_mad,curvature_p25,curvature_p75,n_curva_peak,torsion_median,torsion_mad,torsion_p25,torsion_p75,n_torsion_peak,xy_ecc_median,xy_ecc_mad,xy_ecc_p25,xy_ecc_p75,xz_ecc_median,xz_ecc_mad,xz_ecc_p25,xz_ecc_p75,shape_diff_median,shape_diff_mad,shape_diff_p25,shape_diff_p75,xy_ecc_median_original,xy_ecc_mad_original,xy_ecc_p25_original,xy_ecc_p75_original,xz_ecc_median_original,xz_ecc_mad_original,xz_ecc_p25_original,xz_ecc_p75_original,shape_diff_median_original,shape_diff_mad_original,shape_diff_p25_original,shape_diff_p75_original
728,moving,moving_lps,1.5408586577727603,2.26622230077812,1.1027403550410253,1.504988734531424,-1.093764774613335,-1.1272037034871871,-1.0050249805379785,-1.1124964114698703,-1.0383907221531556,-0.9798219401021624,-1.0716380240663783,-0.9032138649500578,-1.116520964252597,-0.9045340337332909,2.201175272942402,0.4718277688130836,2.2514026527019846,1.5258143610093722,0.5354212152064243,-0.746511760562171,0.7434817667505165,-0.06499012649633354,1.6679172798890558,0.28454278058600724,1.7359411039663042,1.2851227002719776,-0.6665786949281912,1.539636263580178,-1.6336119083898224,0.01857047337834167,0.865124340897628,1.965070720542543,0.40685905489427615,1.6919817760718316,1.9347965891421037,1.8217262327761594,1.7201014771787357,1.6735854928712925
740,moving,moving_lps,1.155075071719298,0.34099249559766315,1.209539625469596,0.7954718389765578,-1.1018751781540326,-1.1507607343538888,-0.990801292973575,-1.137412124041112,-1.0383907221531556,-0.9832348561852621,-1.0754434294951225,-0.9039365946014455,-1.1157078047751672,-0.9045340337332909,1.562821171110095,0.7546177750743898,1.6930649949749097,2.598374486906996,0.6133537831964252,1.2051494280583295,0.06581051271611098,0.9472651826269526,0.5203100605937432,1.450435635197422,0.5257610305352505,1.0329160823962973,-0.09172435348583688,0.8332977782293165,-0.1574875941905196,1.008142046450088,0.6654984534055925,2.1603857147896464,0.16677857966491721,2.105957599595722,1.03223996797445,2.279978670421364,0.798129200819247,1.2124411633853047
792,moving,moving_GM-CSF,2.8565974087029145,1.648420331281576,3.13312434259977,2.203919617501005,-1.1072967340498023,-1.1501083960896301,-1.0070915906247093,-1.138208819120326,-1.0383907221531556,-0.9833872761896103,-1.0752444894658617,-0.9013232814607113,-1.1037905790391738,-1.507556722888818,-0.356551884346029,0.502972491168507,-0.5793102621732409,0.07188338797535836,0.6834316415999171,0.26680584857142897,0.506310651007447,0.4978260419922797,1.3951668221159048,1.1927104987388144,1.2714278760688245,1.3253535946883064,3.018912804123577,0.5257646760447465,1.0021068405300202,3.2171403629959365,-1.0280835784700029,0.35743786992523907,-1.1241517367976,-0.8132027051009384,1.686953719855099,1.562311137752147,1.6026839728018993,1.8194356430977763
790,moving,moving_GM-CSF,1.8879188508898197,2.6307356032291733,1.9046686274122313,2.7391712283300858,-1.1105721049460346,-1.152974290674628,-1.0067447792992834,-1.140438680512612,-1.646229193657442,-0.926098114099647,-0.9980884113259324,-0.8658753816238011,-1.0504876209288878,-0.9045340337332909,0.21383781285078332,-0.7456220076465858,0.7570482505754024,-0.3405848695267423,-0.3706100954979023,-0.6456620293182708,-0.18319729746122093,-0.7356483666385173,1.255045181106662,0.30042076747517915,1.4135280603390206,1.0634657614514198,-0.3278514630847092,0.8077076870131751,-0.6815559846756768,0.621276813206091,-1.0082978796979862,1.1380629538137306,-0.9449942227577137,-0.37453990949913385,1.630233986954426,0.5983706400831066,1.7797895093532183,1.4186817929781481
743,moving,moving_lps,0.9385471328052116,1.343586845473749,0.741111809276941,1.2666957868007496,-1.0996101110804903,-1.1374198681367256,-1.0065986390474988,-1.1320014332368307,-0.4305522506488695,-0.9712513221798693,-1.0534361631038403,-0.8944852380187904,-1.0545842077185228,-1.507556722888818,2.4187157685488083,0.07179491170879963,0.8259061727785113,1.326697389226773,-0.9321676747179763,-0.37368525023679067,-0.5776752597313948,-0.7115532571732309,1.675705447780578,0.6546611021069876,1.785131197376952,1.9137868407395877,-3.6230674474796847,2.9310793974700884,-3.9357494359800955,-0.14012022605579139,-0.49050019861809224,2.6290491617618525,-1.5966168568005752,-0.3032538151498113,1.7349972315567423,1.8091754835547298,1.6518977067402059,1.7952469104592232
764,moving,moving_lps,0.876043610371749,0.7401900804145084,0.908558113040802,0.7260191445123105,-1.0431829682318023,-1.06466593048899,-0.9749251150841658,-1.0507338329229112,-1.0383907221531556,-0.9752025462701831,-1.058950429634405,-0.9052990925601836,-1.100125872665048,-0.9045340337332909,0.18832706205496902,0.029382297339608843,0.2874537820724374,0.005606177974287906,-0.4084872241654248,-0.57448340470136,-0.3235484522715413,-0.8500966685781846,1.31373974182529,-0.7788551967965336,1.3165875177356312,0.6436519050556989,0.1596424867313928,1.2767380792254777,-0.6566024337793667,1.1520777791761887,-1.1236808573543746,1.0407749586409176,-1.5361263661786744,-0.8517535438961777,1.2167737733932917,0.14051823460725396,1.5208423441827228,1.056246663119804
732,moving,moving_lps,-0.6192850570478624,-0.6083154764398342,-0.6027305526873886,-0.6191005147678335,1.1166525279340982,1.046113642920284,1.6375369639312012,1.4270924577097033,0.785124692359703,0.32410378535385315,0.2030625201727683,0.5494464758932548,0.22660527089227947,0.30151134457776363,-0.34399884652545354,1.0928057464465586,-0.4905501208893115,0.06121578816071766,0.5986417230832843,0.3655821260705563,0.4604827184602213,0.8690342740414285,0.14143317427540059,1.2458309971803367,-0.12094019778681399,0.3201394470551698,-0.24293677956217133,-0.5774442663734527,0.12320513497823914,-0.9880552790195704,0.6047183936343287,-0.5030768407087722,0.6749630676116603,0.22763311306340928,-0.5776797925955504,-0.2854898847534884,-0.7452364783950787,-0.5879262891681463
744,moving,moving_lps,0.9033915418457441,0.9568670444910642,0.8631853673936495,0.8048482573438419,-1.0553533709413208,-1.0964132793935546,-0.9762201700130995,-1.107794797019417,-1.646229193657442,-0.9752374686263887,-1.061865374562512,-0.8936184749959267,-1.0727172427795408,-1.507556722888818,0.32853799475626727,-0.355713993445547,0.946206514102368,0.09907609984956318,-0.5130752334042157,-0.6409726159532704,-0.10501504033265201,-0.1307990464697341,1.7534736551291792,1.5736360803195606,2.088247056828514,1.7073520871859884,0.5322228061064669,1.9220754937476803,-0.8141977140871591,2.1821455046219294,-0.5654724763012969,0.18917118304395383,-0.5609885375490626,-0.29818938744302476,1.4858952135474932,1.7579482214857065,1.6064184468548504,1.760513584933455
761,resting,resting_lps,-0.604961619439122,-0.5372025780790419,-0.602217863059815,-0.5293846028844487,0.20548899933527257,0.6288833368894996,-0.4463540397279941,0.9657596763136584,2.0008016353682754,0.001242836118726806,0.17548685910599884,-0.14929709765137858,0.03781959962771605,-0.30151134457776363,-0.3563262377418987,-1.0620723249991804,0.0915819349668099,-0.8018913788103178,-0.282767442503188,-0.9276452741932864,0.09838498253884254,-0.6871946287697616,-1.1638814185993953,-1.2603150128275953,-1.0060963568369417,-1.3637743399795623,0.1742776619778151,-0.6205946609538924,0.49553353036028436,-0.4898413155345629,-1.0504516379645557,-0.7583577164998855,-0.739451365854782,-1.2285995361623323,-0.6827222688221234,-0.5273471413010019,-0.6822414269970325,-0.6779986489482638
777,resting,resting_lps,-0.6385620367508371,-0.6494371204298949,-0.6081528201423594,-0.6421661955729687,2.34704043540206,1.769598426633187,2.388492046352175,1.0965456664831739,1.3929631638639892,0.34737604434778285,0.5874293446191834,-0.03503788711639194,0.3863805196259137,0.9045340337332909,-1.0843758357758362,-0.18547743747833642,-1.9525024805007771,-1.1556389228288588,-1.6839859001249324,2.0080860584654308,-2.0959868025194783,-0.243609915282456,0.5839690169938362,-0.5696000407479954,0.12256954696437321,0.009445308850481442,0.07246465871655018,-0.663554877706953,0.4148751967578057,-0.7506146666173072,1.2962317744876453,-0.4930411930709487,1.3494615754631765,1.0652790905689637,-0.6022963185099333,-0.42018152002850884,-0.6475091715099133,-0.612948645392917
