"gene.id"	"corr.coef"
"370"	"Angptl1"	0.206423435219073
"371"	"Itga6"	0.206423435219073
"372"	"Dtnb"	0.206150734825369
"373"	"Zfp575"	0.206102789062374
"374"	"Frs2"	0.205983924357912
"375"	"Tmem68"	0.205827154616087
"376"	"Polr1b"	0.205802801877206
"377"	"Pip4k2c"	0.205797022324211
"378"	"Snx6"	0.205389036112739
"379"	"Matk"	0.205048637518995
"380"	"Taf1a"	0.204744423660716
"381"	"Prr11"	0.20470931642125
"382"	"Kctd9"	0.204371311705505
"383"	"Lrrc16b"	0.20422795710586
"384"	"H2-T23"	0.204073009749505
"385"	"Sertad1"	0.203881986649152
"386"	"Mtdh"	0.203743366519843
"387"	"Smg6"	0.203244676162435
"388"	"Fth1"	0.203163230939478
"389"	"Scpep1"	0.20297960594813
"390"	"Tgoln2"	0.202641275970659
"391"	"Alg12"	0.202505552700087
"392"	"Hes1"	0.202505552700087
"393"	"Gm11127"	0.201063741377877
"394"	"Naga"	0.200854059552362
"395"	"Nsun5"	0.200749899207928
"396"	"Atg4c"	0.200618962492235
"397"	"Itpr3"	0.200489361121092
"398"	"Lepr"	0.200244930507135
"399"	"S100a9"	0.199828541685803
"400"	"Cyp1b1"	0.199790763220153
"401"	"Ift140"	0.199532535732158
"402"	"Csf2rb2"	0.199468882081384
"403"	"Ubxn4"	0.199387795512726
"404"	"BC039771"	0.199370739916776
"405"	"Ewsr1"	0.198392098290568
"406"	"Slc36a1os"	0.198335505722742
"407"	"Nkx6-2"	0.198172142155174
"408"	"Cic"	0.198101688280436
"409"	"Tbc1d9b"	0.197503974227986
"410"	"Kri1"	0.195965241788599
"411"	"Ift20"	0.195261555951324
"412"	"Hic1"	0.195211028865328
"413"	"Cdc42se2"	0.194868313431962
"414"	"Slc30a2"	0.194724310772718
"415"	"Mtmr14"	0.194704568300421
"416"	"Poc1b"	0.194648770158237
"417"	"Peli1"	0.193655839811301
"418"	"Per2"	0.193490959572265
"419"	"2610001J05Rik"	0.193433921915574
"420"	"AI314180"	0.193394048455239
"421"	"Snx9"	0.193306500202578
"422"	"Srgn"	0.193183657223338
"423"	"Hibadh"	0.193074610746825
"424"	"Tubg1"	0.193015386966297
"425"	"Oxct1"	0.192889930118108
"426"	"Hagh"	0.192877220198937
"427"	"Myl12a"	0.192689338443677
"428"	"Samd10"	0.192501878840345
"429"	"Golm1"	0.192465978745186
"430"	"Sec23a"	0.192069275399734
"431"	"Rufy1"	0.191789155348933
"432"	"Zfp706"	0.191616038350676
"433"	"Zfp870"	0.191241640458002
"434"	"Gucy2g"	0.191241640458002
"435"	"Snx25"	0.191241640458002
"436"	"Shisa4"	0.190996772800566
"437"	"Cfh"	0.190996772800566
"438"	"Dars2"	0.190996772800566
"439"	"Socs7"	0.190996772800566
"440"	"Ttc25"	0.190996772800566
"441"	"A630023A22Rik"	0.190996772800566
"442"	"Cubn"	0.190996772800566
"443"	"Sh3d19"	0.190996772800566
"444"	"Tchh"	0.190996772800566
"445"	"Phf24"	0.190996772800566
"446"	"A430085M09Rik"	0.190996772800566
"447"	"Vmn2r58"	0.190996772800566
"448"	"Slc38a6"	0.190805985294825
"449"	"Lfng"	0.190733967943275
"450"	"Mir22"	0.190729590320142
"451"	"Fam110a"	0.190548961393921
"452"	"Mlh1"	0.190365514938084
"453"	"Nup155"	0.190019282667666
"454"	"Npc1"	0.189870357554032
"455"	"Tfb1m"	0.189657847881734
"456"	"Rab7"	0.189386533380905
"457"	"Athl1"	0.189226952944783
"458"	"Ndst2"	0.189208937205596
"459"	"Hk2"	0.188952175720079
"460"	"Tmpo"	0.188792135527835
"461"	"Mterf2"	0.188734893116297
"462"	"Fam214a"	0.188564732950883
"463"	"Ifih1"	0.187853820756923
"464"	"Slc16a7"	0.187819316283314
"465"	"Slc5a10"	0.187683801823689
"466"	"Itpa"	0.187407898885791
"467"	"Calr4"	0.18729168924939
"468"	"Il17rd"	0.187134253793518
"469"	"Hmgb2"	0.186614598921389
"470"	"Msl3"	0.186169997733654
"471"	"Mir22hg"	0.185726970130387
"472"	"Rsph1"	0.184907089444298
"473"	"Gbp9"	0.184537542981631
"474"	"Lrp2"	0.184385346049777
"475"	"Polr1e"	0.184385346049777
"476"	"Tmem265"	0.184385346049777
"477"	"Zfp90"	0.184385346049777
"478"	"Pim2"	0.18427837172328
"479"	"Stx11"	0.184184881212597
"480"	"2010005H15Rik"	0.183960215658729
"481"	"Pou5f1"	0.183937469907694
"482"	"Gas5"	0.183528037241384
"483"	"Tufm"	0.183220925462508
"484"	"Phlpp1"	0.183161007762594
"485"	"Tk1"	0.183161007762594
"486"	"Tef"	0.183161007762594
"487"	"Smarcd1"	0.183161007762594
"488"	"Vmn2r41"	0.18285444555869
"489"	"Vmn2r40"	0.18285444555869
"490"	"Vmn2r48"	0.18285444555869
"491"	"Uck1"	0.182396950480111
"492"	"Lrrc3"	0.18229283069834
"493"	"Xlr4b"	0.18229283069834
"494"	"Syt8"	0.181633022766156
"495"	"Tax1bp1"	0.181582704360227
"496"	"Ercc6l"	0.18157398121577
"497"	"Ndnl2"	0.181308947427107
"498"	"Hmcn1"	0.181168903708338
"499"	"Gm12530"	0.181168903708338
"500"	"Sh2d7"	0.181155911610047
"501"	"Sms"	0.180798322558466
"502"	"Tsn"	0.180774961537632
"503"	"9130023H24Rik"	0.180647775096648
"504"	"Tgif1"	0.180509085612394
"505"	"Mrpl11"	0.180499734972092
"506"	"Zcchc7"	0.180476144547638
"507"	"Rell2"	0.180426993304218
"508"	"1110007C09Rik"	0.180349968026744
"509"	"Spef2"	0.18025460496713
"510"	"Pcp4l1"	0.180019514635196
"511"	"Ano1"	0.179863344453491
"512"	"Golga7"	0.179838199141296
"513"	"Flna"	0.179700058142835
"514"	"Ninj1"	0.17956854595852
"515"	"Gm12596"	0.179426439729379
"516"	"Cgrrf1"	0.179298259708464
"517"	"Slco3a1"	0.179162298557744
"518"	"Dock10"	0.179123974894782
"519"	"Ercc3"	0.179080069921756
"520"	"Eif1b"	0.178998673123955
"521"	"Mir692-3"	0.178847001413577
"522"	"Mir692-2"	0.178847001413577
"523"	"Tectb"	0.178609268567534
"524"	"Rheb"	0.178599273333891
"525"	"1600002D24Rik"	0.178574639766252
"526"	"Lrrc31"	0.178363010493074
